Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,0.0,17.0,1118.89,1119.06,IV,,,,,tuff [2014],,tuff,tuff,tuff,,dark green,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,,,,,stratification,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,17.0,29.0,1119.06,1119.18,IV,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,29.0,40.0,1119.18,1119.29,IV,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,curviplanar,sharp,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,40.0,42.0,1119.29,1119.31,IV,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,42.0,122.0,1119.31,1120.11,IV,,,,"matrix-supported, polymictic",lapilli-tuff [2014],with fiamme [2014],"matrix-supported, polymictic lapilli-tuff","matrix-supported, polymictic lapilli-tuff with fiamme",lapilli-tuff with fiamme,,dark gray,,fine sand [W22_2],4.0,granule [W22_2],8.0,,,not recovered,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,122.0,126.0,1120.11,1120.15,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,126.0,131.0,1120.15,1120.2,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-3-A,350,U1437,E,6,6-3,R,3,A,131.0,149.0,1120.2,1120.38,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-4-A,350,U1437,E,6,6-4,R,4,A,0.0,98.0,1120.38,1121.36,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,green,,silt [W22_1],2.0,medium sand [W22_2],5.0,,planar,sharp,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-4-A,350,U1437,E,6,6-4,R,4,A,98.0,102.0,1121.36,1121.4,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-4-A,350,U1437,E,6,6-4,R,4,A,102.0,106.0,1121.4,1121.44,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-4-A,350,U1437,E,6,6-4,R,4,A,106.0,115.0,1121.44,1121.53,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-4-A,350,U1437,E,6,6-4,R,4,A,115.0,119.0,1121.53,1121.57,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-5-A,350,U1437,E,6,6-5,R,5,A,0.0,2.0,1121.57,1121.59,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-5-A,350,U1437,E,6,6-5,R,5,A,2.0,8.0,1121.59,1121.65,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-5-A,350,U1437,E,6,6-5,R,5,A,8.0,12.0,1121.65,1121.69,V,,,,,tuff [2014],,tuff,tuff,tuff,,gray,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-6R-5-A,350,U1437,E,6,6-5,R,5,A,12.0,72.0,1121.69,1122.29,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,0.0,15.0,1123.0,1123.15,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,planar,sharp,,,well [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,15.0,49.0,1123.15,1123.49,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,irregular,diffuse,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,49.0,59.0,1123.49,1123.59,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,,bioturbated,,,well [2014],,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,59.0,71.0,1123.59,1123.71,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,,bioturbated,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,71.0,93.0,1123.71,1123.93,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,planar,sharp,,,well [2014],,stratification,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,93.0,97.0,1123.93,1123.97,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,,not recovered,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,97.0,111.0,1123.97,1124.11,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,sharp,,,well [2014],,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,111.0,123.0,1124.11,1124.23,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,123.0,127.0,1124.23,1124.27,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,,3.0,,,not recovered,,,well [2014],,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,127.0,134.0,1124.27,1124.34,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-1-A,350,U1437,E,7,7-1,R,1,A,134.0,136.0,1124.34,1124.36,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,,3.0,,,not recovered,,,well [2014],,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-2-A,350,U1437,E,7,7-2,R,2,A,0.0,11.0,1124.36,1124.47,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-2-A,350,U1437,E,7,7-2,R,2,A,11.0,20.0,1124.47,1124.56,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,,bioturbated,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-2-A,350,U1437,E,7,7-2,R,2,A,20.0,25.0,1124.56,1124.61,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-2-A,350,U1437,E,7,7-2,R,2,A,25.0,60.0,1124.61,1124.96,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2.0,very fine sand [W22_2],3.0,,irregular,sharp,,,,normally graded,stratification,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-2-A,350,U1437,E,7,7-2,R,2,A,60.0,128.0,1124.96,1125.64,V,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,,,,,with pyrite nodule,,,,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,0.0,20.0,1125.64,1125.84,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,,,,planar,sharp,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,20.0,21.0,1125.84,1125.85,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,21.0,35.0,1125.85,1125.99,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,35.0,43.0,1125.99,1126.07,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2.0,fine sand [W22_2],4.0,,planar,bioturbated,horizontal,,,,stratification,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,43.0,78.0,1126.07,1126.42,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-3-A,350,U1437,E,7,7-3,R,3,A,78.0,122.0,1126.42,1126.86,V,,,,evolved,tuff [2014],with crystals [2014],evolved tuff,evolved tuff with crystals,tuff with crystals,,light green,,silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,stratification,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,"feldspar, pyroxenes",vitric matrix [2014],crystal matrix [2014],,,"feldspar, pyroxenes",,,,,
350-U1437E-7R-4-A,350,U1437,E,7,7-4,R,4,A,0.0,78.0,1126.86,1127.64,V,0.0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,evolved vitric tuff with crystal-rich tuff,irregular,sharp to gradational,horizontal,,moderate [2014],density graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-4-A,350,U1437,E,7,7-4,R,4,A,0.0,78.0,1126.86,1127.64,V,1.0,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,white,,silt [W22_1],2.0,silt,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-4-A,350,U1437,E,7,7-4,R,4,A,0.0,78.0,1126.86,1127.64,V,2.0,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,fine sand [W22_2],4.0,fine sand [W22_2],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],,,,,,,,,
350-U1437E-7R-4-A,350,U1437,E,7,7-4,R,4,A,78.0,136.0,1127.64,1128.22,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,0.0,10.0,1128.22,1128.32,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,10.0,17.0,1128.32,1128.39,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,fine sand [W22_2],4.0,,,sharp,,,moderate [2014],normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,crystal matrix [2014],vitric matrix [2014],,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,17.0,30.0,1128.39,1128.52,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,30.0,48.0,1128.52,1128.7,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark green,,silt [W22_1],2.0,,,,,sharp,,,moderate [2014],,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,48.0,59.0,1128.7,1128.81,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,59.0,61.0,1128.81,1128.83,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,61.0,78.0,1128.83,1129.0,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,78.0,84.0,1129.0,1129.06,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-5-A,350,U1437,E,7,7-5,R,5,A,84.0,119.0,1129.06,1129.41,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark green,,silt [W22_1],2.0,,,,,not recovered,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-6-A,350,U1437,E,7,7-6,R,6,A,0.0,30.0,1129.41,1129.71,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-6-A,350,U1437,E,7,7-6,R,6,A,30.0,43.0,1129.71,1129.84,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,dark green,,silt [W22_1],2.0,fine sand [W22_2],4.0,,irregular,sharp,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-6-A,350,U1437,E,7,7-6,R,6,A,43.0,53.0,1129.84,1129.94,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-6-A,350,U1437,E,7,7-6,R,6,A,53.0,61.0,1129.94,1130.02,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2.0,,,,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-6-A,350,U1437,E,7,7-6,R,6,A,61.0,75.0,1130.02,1130.16,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-7-A,350,U1437,E,7,7-7,R,7,A,0.0,4.0,1130.16,1130.2,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-7-A,350,U1437,E,7,7-7,R,7,A,4.0,7.0,1130.2,1130.23,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-7R-7-A,350,U1437,E,7,7-7,R,7,A,7.0,73.0,1130.23,1130.89,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,medium sand [W22_2],5.0,,,not recovered,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-7R-7-A,350,U1437,E,7,7-7,R,7,A,73.0,79.0,1130.89,1130.95,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2.0,,,,curviplanar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-7R-7-A,350,U1437,E,7,7-7,R,7,A,79.0,90.0,1130.95,1131.06,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,not recovered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,0.0,6.0,1132.8,1132.86,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,horizontal,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,6.0,8.0,1132.86,1132.88,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,8.0,24.0,1132.88,1133.04,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,not recovered,horizontal,,,,,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,24.0,27.0,1133.04,1133.07,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,horizontal,,,,,high,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,27.0,32.0,1133.07,1133.12,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,not recovered,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,32.0,34.0,1133.12,1133.14,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,34.0,50.0,1133.14,1133.3,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,gradational,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,50.0,52.0,1133.3,1133.32,V,,,,,tuff [2014],with mudstone [2014],tuff,tuff with mudstone,tuff with mudstone,,dark gray,,silt [W22_1],2.0,silt [W22_1],2.0,,irregular,not recovered,,,,,,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,52.0,80.0,1133.32,1133.6,V,0.0,,,closely intercalated,tuff [2014],with tuff [2014],closely intercalated tuff,closely intercalated tuff with tuff,tuff with tuff,,,,,,,,vitric tuff with crystal-rich tuff,,,,,,,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,52.0,80.0,1133.32,1133.6,V,1.0,intercalated 1,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2.0,silt [W22_1],2.0,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-8R-1-A,350,U1437,E,8,8-1,R,1,A,52.0,80.0,1133.32,1133.6,V,2.0,intercalated 2,,,tuff [2014],,tuff,tuff,tuff,,green,,fine sand [W22_2],4.0,medium sand [W22_2],5.0,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mostly altered glass with possible fresh glass shards,feldspar, pyroxenes.",crystal matrix [2014],vitric matrix [2014],,,"mostly altered glass with possible fresh glass shards,feldspar, pyroxenes.",,,,,
