Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1408A-24X-3-A,342,U1408,A,24,24-3,X,3,A,0,90,211.1,212,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Abundant, well defined zoophycos burrows at 86-90cm and 26-30cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1408A-24X-3-A,342,U1408,A,24,24-3,X,3,A,90,150,212,212.6,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1408A-24X-4-A,342,U1408,A,24,24-4,X,4,A,0,140,212.6,214,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1408A-24X-5-A,342,U1408,A,24,24-5,X,5,A,0,130,214.1,215.4,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"Abundant, well defined zoophycos burrows at 50-55cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1408A-24X-CC-A,342,U1408,A,24,24-CC,X,CC,A,0,42,215.4,215.82,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Totally kick-ass zoophycos burrows at 10-18cm!,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1408A-25X-1-A,342,U1408,A,25,25-1,X,1,A,10,150,217.8,219.2,clayey [Leg339],nannofossil chalk [Leg339],,clayey  nannofossil chalk ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Abundant zoophycos throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-25X-2-A,342,U1408,A,25,25-2,X,2,A,0,150,219.2,220.7,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Abundant zoophycos throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,
342-U1408A-25X-3-A,342,U1408,A,25,25-3,X,3,A,0,150,220.7,222.2,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,
342-U1408A-25X-4-A,342,U1408,A,25,25-4,X,4,A,0,150,222.2,223.7,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Abundant zoophycos throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,
342-U1408A-25X-5-A,342,U1408,A,25,25-5,X,5,A,0,15,223.7,223.85,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,
342-U1408A-25X-5-A,342,U1408,A,25,25-5,X,5,A,15,57,223.85,224.27,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1408A-25X-5-A,342,U1408,A,25,25-5,X,5,A,57,94,224.27,224.64,nannofossil [Leg339],claystone [Leg339],,nannofossil  claystone ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   claystone ,claystone ,,,,,,
342-U1408A-25X-5-A,342,U1408,A,25,25-5,X,5,A,94,150,224.64,225.2,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-25X-6-A,342,U1408,A,25,25-6,X,6,A,0,90,225.2,226.1,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-25X-7-A,342,U1408,A,25,25-7,X,7,A,0,73,226.2,226.93,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,Color alternates with 10GY 8/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-25X-CC-A,342,U1408,A,25,25-CC,X,CC,A,0,30,226.93,227.23,,nannofossil chalk [Leg339],,nannofossil chalk ,10GY 8/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-26X-1-A,342,U1408,A,26,26-1,X,1,A,3,15,227.3,227.45,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-26X-1-A,342,U1408,A,26,26-1,X,1,A,15,23,227.45,227.53,,chert [MMK88],,chert ,2.5Y 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,
342-U1408A-26X-1-A,342,U1408,A,26,26-1,X,1,A,23,67,227.53,227.97,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-26X-2-A,342,U1408,A,26,26-2,X,2,A,0,141,227.99,229.4,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-26X-2-A,342,U1408,A,26,26-2,X,2,A,141,150,229.4,229.49,,chert [MMK88],,chert ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,
342-U1408A-26X-3-A,342,U1408,A,26,26-3,X,3,A,0,11,229.49,229.6,,chert [MMK88],,chert ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,
342-U1408A-26X-3-A,342,U1408,A,26,26-3,X,3,A,11,73,229.6,230.22,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1408A-26X-3-A,342,U1408,A,26,26-3,X,3,A,73,140,230.22,230.99,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-26X-4-A,342,U1408,A,26,26-4,X,4,A,0,105,230.99,232.04,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-27X-1-A,342,U1408,A,27,27-1,X,1,A,18,150,236.9,238.4,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/2 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-2-A,342,U1408,A,27,27-2,X,2,A,0,95,238.4,239.35,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/2 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-2-A,342,U1408,A,27,27-2,X,2,A,95,150,239.35,239.9,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-27X-3-A,342,U1408,A,27,27-3,X,3,A,0,46,239.9,240.36,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,"montmorillonite
'strawberry' mottles 10R 8/3 (very pale brown)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1408A-27X-3-A,342,U1408,A,27,27-3,X,3,A,46,70,240.36,240.6,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/2 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-3-A,342,U1408,A,27,27-3,X,3,A,70,150,240.6,241.4,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-4-A,342,U1408,A,27,27-4,X,4,A,0,150,241.4,242.9,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"Alternates with montmorillonite 'strawberry' mottles 10R 8/3 (very pale brown)""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-5-A,342,U1408,A,27,27-5,X,5,A,0,150,242.9,244.4,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"Alternates with montmorillonite 'strawberry' mottles 10R 8/3 (very pale brown)""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-6-A,342,U1408,A,27,27-6,X,6,A,0,122,244.4,245.71,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,Alternates with montmorillonite 'strawberry' mottles 10R 8/3 (very pale brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-7-A,342,U1408,A,27,27-7,X,7,A,0,68,245.71,246.39,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,Alternates with montmorillonite 'strawberry' mottles 10R 8/3 (very pale brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1408A-27X-CC-A,342,U1408,A,27,27-CC,X,CC,A,0,18,,,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,Alternates with montmorillonite 'strawberry' mottles 10R 8/3 (very pale brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
