Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417D-53X-2-A,341,U1417,D,53,53-2,X,2,A,47.0,58.0,365.08,365.19,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,5Y 2.5/1 (black),,,,,,,,,,,,,,"sandy muddy diamict: poorly sorted, clast poor",sharp contact,erosive,,,
341-U1417D-53X-2-A,341,U1417,D,53,53-2,X,2,A,58.0,82.0,365.19,365.43,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud [Leg339],,,color banding,10G 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"color banding (10Y 4/1 to 10G 4/1 to 5Y 2/1): due to variations in the content of terrigenuous material (silt) within diatom oozes and diatom rich mud, respectively; calcareous cement",,,,,
341-U1417D-53X-CC-A,341,U1417,D,53,53-CC,X,CC,A,0.0,13.0,365.43,365.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-53X-CC-A,341,U1417,D,53,53-CC,X,CC,A,13.0,17.0,365.56,365.6,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417D-54X-1-A,341,U1417,D,54,54-1,X,1,A,0.0,94.5,373.3,374.245,,diatom ooze [Leg339],with mud [Leg339],diatom ooze  with mud [Leg339],,,color banding,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"- colourbanded diatom ooze with mud
- 10Y 4/1 (diatom ooze with mud)
- 2.5Y 3/1 (diatom-rich mud)
- maximum thickness of bands: ~25 cm
- moderate to complete bioturbation

- 51.3-51.8: sub-mm lamination
- 62-63.5: sub-mm lamination
- relatively ""small"", but abundant bioturbation
- bioturbation of ash between 10-15 cm
",gradational contact,,,,
341-U1417D-54X-1-A,341,U1417,D,54,54-1,X,1,A,94.5,103.0,374.245,374.33,,sand [Leg210],with silt [Leg339],sand  with silt [Leg339],,,normal grading,2.5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,"- graded very fine sand to silt (normal grading)
- bioturbation down to 97 cm
",sharp contact,erosive,,,
341-U1417D-54X-1-A,341,U1417,D,54,54-1,X,1,A,103.0,148.0,374.33,374.78,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud [Leg339],,,,2.5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,wood,,,"- muddy diamict
- abundant mud clasts of brown, grey and green colour
- plant fragments?
- quartz, mica and hornblende?
- clasts up to ~11 cm large",,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,0.0,1.0,374.78,374.79,,,with mud [Leg339], with mud [Leg339],,,,,,,,,,,,,,,,,,- void,,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,1.0,51.0,374.79,375.29,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,2.5Y 3/1 (very dark gray),none [DB86],0,,,,,,,,,wood,,,"- muddy diamict
- abundant mud clasts of brown, grey and green colour
- plant fragments?
- quartz, mica and hornblende?
- clasts up to ~11 cm large",,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,51.0,52.0,375.29,375.3,,,,,,,,,,,,,,,,,,,,,,- void,,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,52.0,77.0,375.3,375.55,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,"Five biscuits:

1 (52-60) and 2 (60-62.5): 5Y 3/2, diatom ooze(?) with greenish parts
3 (62.5-67): 10Y 4/1, diatom ooze(?) with bioturbation
4 (67-71) and 5 (71-77): 5GY 3/1, diatom ooze(?) with bioturbation",,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,77.0,85.0,375.55,375.63,,,,,,,,,,,,,,,,,,,,,,SAMPLE (SCRE),,,,,
341-U1417D-54X-2-A,341,U1417,D,54,54-2,X,2,A,85.0,98.0,375.63,375.76,,,,,,,,,,,,,,,,,,,,,,SAMPLE (IW),,,,,
341-U1417D-54X-3-A,341,U1417,D,54,54-3,X,3,A,0.0,20.0,375.76,375.96,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,few black mottles,,,,,
341-U1417D-54X-3-A,341,U1417,D,54,54-3,X,3,A,20.0,40.0,375.96,376.16,,diatom ooze [Leg339],,diatom ooze ,,,,5GY 5/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,diatom ooze with slightly higher content in terrigenous clastics; lenses of fine sand or silt (2.5Y 5/1 - grey); few black mottles,,,,,
341-U1417D-54X-3-A,341,U1417,D,54,54-3,X,3,A,40.0,51.0,376.16,376.27,,mud [Leg210],,mud ,,,,5GY 5/1 (greenish gray),,,,,,,,,,,,,,washed gravels,,,,,
341-U1417D-54X-3-A,341,U1417,D,54,54-3,X,3,A,51.0,148.0,376.27,377.24,,mud [Leg210],,mud ,,,,N 3 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417D-54X-4-A,341,U1417,D,54,54-4,X,4,A,0.0,90.0,377.24,378.14,,mud [Leg210],with clay [Leg339],mud  with clay [Leg339],,,,N 3 (very dark gray),,,,,,,,,,,,,,massive clay (with really almost no silt); none or very slight bioturbation visible,,,,,
341-U1417D-54X-CC-A,341,U1417,D,54,54-CC,X,CC,A,0.0,13.0,378.14,378.27,,mud [Leg210],with clay [Leg339],mud  with clay [Leg339],,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-54X-CC-A,341,U1417,D,54,54-CC,X,CC,A,13.0,28.0,378.27,378.42,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417D-54X-CC-A,341,U1417,D,54,54-CC,X,CC,A,28.0,33.0,378.42,378.47,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
341-U1417D-55X-1-A,341,U1417,D,55,55-1,X,1,A,0.0,148.0,383.0,384.48,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),slight [DB86],1,,1,,,granule [W22_2],rounded,,,,,,Tbcd-turbidite at 127-124 cm; small load casts at 90 cm; a rounded granule at 120 cm,,,,,
341-U1417D-55X-2-A,341,U1417,D,55,55-2,X,2,A,0.0,146.0,384.48,385.94,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,normally graded interval at 144-142 cm,,,,,
341-U1417D-55X-3-A,341,U1417,D,55,55-3,X,3,A,0.0,28.5,385.94,386.225,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-55X-3-A,341,U1417,D,55,55-3,X,3,A,28.5,62.0,386.225,386.56,diatom rich,mud [Leg210],,diatom rich mud ,,,convolute bedding,10GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,small convolute bedding at 30 cm,,,,,
341-U1417D-55X-3-A,341,U1417,D,55,55-3,X,3,A,62.0,82.0,386.56,386.76,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud [Leg339],,,,N 4 (dark gray),,,,,,,,,,,,,,rounded pebbles >6cm,,,,,
341-U1417D-55X-3-A,341,U1417,D,55,55-3,X,3,A,82.0,127.0,386.76,387.21,,mud [Leg210],with sand [Leg339],mud  with sand [Leg339],,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-55X-4-A,341,U1417,D,55,55-4,X,4,A,0.0,73.0,387.21,387.94,,mud [Leg210],,mud ,,,parallel lamination,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-55X-CC-A,341,U1417,D,55,55-CC,X,CC,A,0.0,20.0,387.94,388.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-55X-CC-A,341,U1417,D,55,55-CC,X,CC,A,20.0,25.0,388.14,388.19,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,0.0,80.0,392.7,393.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,80.0,99.0,393.5,393.69,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud [Leg339],,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,99.0,124.0,393.69,393.94,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,cf. zoophycos,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,124.0,130.0,393.94,394.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,130.0,136.0,394.0,394.06,,sand [Leg210],with mud [Leg339],sand  with mud [Leg339],,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-1-A,341,U1417,D,56,56-1,X,1,A,136.0,152.0,394.06,394.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-CC-A,341,U1417,D,56,56-CC,X,CC,A,0.0,8.0,394.22,394.3,sandy,clast-poor diamict [M89m],with mud [Leg339],sandy clast-poor diamict  with mud [Leg339],,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-CC-A,341,U1417,D,56,56-CC,X,CC,A,8.0,19.0,394.3,394.41,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-56X-CC-A,341,U1417,D,56,56-CC,X,CC,A,19.0,24.0,394.41,394.46,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-57X-1-A,341,U1417,D,57,57-1,X,1,A,0.0,66.0,402.4,403.06,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-57X-1-A,341,U1417,D,57,57-1,X,1,A,0.0,104.0,402.4,403.44,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417D-57X-1-A,341,U1417,D,57,57-1,X,1,A,66.0,79.0,403.06,403.19,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-57X-1-A,341,U1417,D,57,57-1,X,1,A,79.0,92.0,403.19,403.32,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-57X-2-A,341,U1417,D,57,57-2,X,2,A,0.0,5.0,403.44,403.49,,mud [Leg210],,mud ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-57X-2-A,341,U1417,D,57,57-2,X,2,A,5.0,118.0,403.49,404.62,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-57X-CC-A,341,U1417,D,57,57-CC,X,CC,A,0.0,22.0,404.62,404.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-57X-CC-A,341,U1417,D,57,57-CC,X,CC,A,0.0,28.0,404.62,404.9,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-58X-1-A,341,U1417,D,58,58-1,X,1,A,0.0,148.0,412.1,413.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"thin successions of 3 to 4 turbidites, normally graded visible at 68, 79, 98 cm. Parallel lamination at 133 cm",,,,,
341-U1417D-58X-2-A,341,U1417,D,58,58-2,X,2,A,0.0,73.0,413.58,414.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-58X-2-A,341,U1417,D,58,58-2,X,2,A,0.0,133.0,413.58,414.91,,,,,,,,,,,,,,,,,,,,,,MBIO,,,,,
341-U1417D-58X-2-A,341,U1417,D,58,58-2,X,2,A,73.0,87.0,414.31,414.45,diatom rich,mud [Leg210],with volcanic ash [Leg339],diatom rich mud  with volcanic ash ,volcaniclastic-bearing,2,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-58X-2-A,341,U1417,D,58,58-2,X,2,A,87.0,132.0,414.45,414.9,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-58X-3-A,341,U1417,D,58,58-3,X,3,A,0.0,17.5,414.91,415.085,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-58X-3-A,341,U1417,D,58,58-3,X,3,A,17.5,101.0,415.085,415.92,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,vertical burrow at top; cf. zoophycos,,,,,
341-U1417D-58X-CC-A,341,U1417,D,58,58-CC,X,CC,A,0.0,15.0,415.92,416.07,,mud [Leg210],,mud ,,,,10Y 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-58X-CC-A,341,U1417,D,58,58-CC,X,CC,A,0.0,20.0,415.92,416.12,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-59X-1-A,341,U1417,D,59,59-1,X,1,A,0.0,17.0,421.8,421.97,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-1-A,341,U1417,D,59,59-1,X,1,A,17.0,150.0,421.97,423.3,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 5/1 (greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-59X-2-A,341,U1417,D,59,59-2,X,2,A,0.0,128.0,423.3,424.58,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 5/1 (greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-2-A,341,U1417,D,59,59-2,X,2,A,128.0,142.0,424.58,424.72,,,,,,,,,,,,,,,,,,,,,,IW,,,,,
341-U1417D-59X-3-A,341,U1417,D,59,59-3,X,3,A,0.0,150.0,424.72,426.22,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,cf. zoophycos,,,,,
341-U1417D-59X-4-A,341,U1417,D,59,59-4,X,4,A,0.0,81.0,426.22,427.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-59X-4-A,341,U1417,D,59,59-4,X,4,A,81.0,122.0,427.03,427.44,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-59X-4-A,341,U1417,D,59,59-4,X,4,A,122.0,150.0,427.44,427.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,cf. zoophycos,,,,,
341-U1417D-59X-5-A,341,U1417,D,59,59-5,X,5,A,0.0,35.0,427.72,428.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-59X-5-A,341,U1417,D,59,59-5,X,5,A,35.0,101.0,428.07,428.73,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-59X-5-A,341,U1417,D,59,59-5,X,5,A,101.0,121.0,428.73,428.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-6-A,341,U1417,D,59,59-6,X,6,A,0.0,25.0,428.93,429.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-6-A,341,U1417,D,59,59-6,X,6,A,25.0,59.0,429.18,429.52,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-CC-A,341,U1417,D,59,59-CC,X,CC,A,0.0,13.0,429.52,429.65,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,
341-U1417D-59X-CC-A,341,U1417,D,59,59-CC,X,CC,A,13.0,18.0,429.65,429.7,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-60X-1-A,341,U1417,D,60,60-1,X,1,A,0.0,42.0,431.5,431.92,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-60X-CC-A,341,U1417,D,60,60-CC,X,CC,A,0.0,10.0,431.92,432.02,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-60X-CC-A,341,U1417,D,60,60-CC,X,CC,A,10.0,14.0,432.02,432.06,sandy,clast-rich diamict [M89m],with mud [Leg339],sandy clast-rich diamict  with mud ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,,,,,,
341-U1417D-61X-1-A,341,U1417,D,61,61-1,X,1,A,0.0,6.0,437.2,437.26,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-61X-1-A,341,U1417,D,61,61-1,X,1,A,6.0,27.0,437.26,437.47,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"contains fragments of a black, angular, very hard mudstone/siltstone",,,,,
341-U1417D-61X-CC-A,341,U1417,D,61,61-CC,X,CC,A,0.0,5.0,437.47,437.52,,,,,,,,,,,,,,,,,,,,,,"argillite pebble, fall-in contamination",,,,,
341-U1417D-61X-CC-A,341,U1417,D,61,61-CC,X,CC,A,5.0,12.0,437.52,437.59,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-61X-CC-A,341,U1417,D,61,61-CC,X,CC,A,12.0,18.0,437.59,437.65,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-61X-CC-A,341,U1417,D,61,61-CC,X,CC,A,18.0,23.0,437.65,437.7,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-62X-1-A,341,U1417,D,62,62-1,X,1,A,0.0,46.0,441.2,441.66,,clast-rich diamict [M89m],with terrestrial organic components,clast-rich diamict  with terrestrial organic components,,,,N 4 (dark gray),,,,,,,,,,,,,,"- sandy mud with abundant black granule clasts -> coal?, black shales?, magmatic minerals?",,,,,
341-U1417D-62X-1-A,341,U1417,D,62,62-1,X,1,A,46.0,75.0,441.66,441.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-62X-CC-A,341,U1417,D,62,62-CC,X,CC,A,0.0,17.0,441.95,442.12,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-62X-CC-A,341,U1417,D,62,62-CC,X,CC,A,17.0,20.0,442.12,442.15,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"- heavily disturbed, relatively humid mud with clasts of greenstone and siltstone (<2 cm)",,,,,
341-U1417D-62X-CC-A,341,U1417,D,62,62-CC,X,CC,A,20.0,32.5,442.15,442.275,,clast-rich diamict [M89m],with terrestrial organic components,clast-rich diamict  with terrestrial organic components,,,,N 4 (dark gray),,,,,,,,,,,,,,"- sandy mud with abundant black granule clasts -> coal?, black shales?, magmatic minerals?",,,,,
341-U1417D-62X-CC-A,341,U1417,D,62,62-CC,X,CC,A,32.5,38.0,442.275,442.33,,,,,,,,,,,,,,,,,,,,,,SAMPLE (PAL),,,,,
341-U1417D-63X-1-A,341,U1417,D,63,63-1,X,1,A,0.0,32.0,446.7,447.02,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"very clayey massive mud, no bioturbation",,,,,
341-U1417D-63X-1-A,341,U1417,D,63,63-1,X,1,A,32.0,35.0,447.02,447.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417D-63X-CC-A,341,U1417,D,63,63-CC,X,CC,A,0.0,17.0,447.05,447.22,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,diamict with sandy mud matrix,,,,,
341-U1417D-63X-CC-A,341,U1417,D,63,63-CC,X,CC,A,17.0,22.0,447.22,447.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417D-64X-1-A,341,U1417,D,64,64-1,X,1,A,0.0,5.0,450.9,450.95,,sandstone [Leg210],,sandstone ,,,,10B 7/1 (light bluish gray),,,,,,,,,,,,,,highly cemented sandstone with drilling scratches on top; actually this piece of rock caused the loss of drillbit teeth,,,,,
341-U1417D-64X-1-A,341,U1417,D,64,64-1,X,1,A,5.0,50.0,450.95,451.4,,interbedded mud(stone) and diamict [McKW53],with terrestrial organic components,interbedded mud(stone) and diamict  with terrestrial organic components,,,,N 4 (dark gray),,,,,,,,,,,,,,clast rich diamict with sandy mud matrix; contains angular fragments (granules) of coal or blackshale; sharp boundaries,,,,,
341-U1417D-65X-1-A,341,U1417,D,65,65-1,X,1,A,0.0,25.0,460.6,460.85,,mud [Leg210],,mud ,,,,5GY 3/1 (very dark greenish gray),slight [DB86],1,,,,,,,,,,,,well indurated mud with few black mottles,,,,,
341-U1417D-65X-1-A,341,U1417,D,65,65-1,X,1,A,25.0,60.0,460.85,461.2,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,,,
341-U1417D-65X-CC-A,341,U1417,D,65,65-CC,X,CC,A,0.0,3.5,461.2,461.235,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,
341-U1417D-65X-CC-A,341,U1417,D,65,65-CC,X,CC,A,3.5,21.0,461.235,461.41,,interbedded mud(stone) and diamict [McKW53],with terrestrial organic components,interbedded mud(stone) and diamict  with terrestrial organic components,,,,N 4 (dark gray),,,,,,,,,,,,,,"mud and diamict (clast poor, very few and small black shale or coal granules), sandy mud matrix",,,,,
341-U1417D-65X-CC-A,341,U1417,D,65,65-CC,X,CC,A,21.0,26.0,461.41,461.46,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,
